metric,coef_seed1,coef_seed2,coef_seed3,mean_coef,sd_coef
adj_per_noun,-0.0087406746031746,-0.0060307323232323,-0.0064893795093795,-0.0070869288119288,0.0014504294767025327
caption_length,0.0815,-0.0093,0.0257,0.032633333333333334,0.04579534183007408
head_noun_min_depth,-0.0421476686715783,0.0007340964615008,-0.0038843254809848,-0.0150992992303541,0.02353812168337613
projective_density,-0.0020819936665364,-0.0026892697289834,-0.0027039715870071,-0.0024917449941756335,0.0003549311891535075
scene_object_ratio,0.0036909657625901,-0.00058795936853,-0.0031673808721331,-2.1458159357666772e-05,0.003464090408101389
topological_density,-5.463448792286687e-05,-0.0002399634250345,0.0027038175710487,0.0008030732193637776,0.0016486990391151846
vg_attr_precision,0.0258269720101781,0.0244354929306472,0.066559829059829,0.038940764666884765,0.02392892793176061
vg_attr_recall,-0.0002137279554057,-0.0004550854021608,0.0008666103264496,6.593232296103334e-05,0.0007038304506263302
