metric,contrast,r_seed1,r_seed2,r_seed3,mean_r,sd_r,n_meaningful_seeds,claimed_robust,verdict_unstable
adj_per_noun,lang_sup_vs_self_sup,0.0440003453062317,0.0230158210905159,0.0055295309169764,0.024181899104574665,0.019261897450518387,0,False,False
caption_length,lang_sup_vs_self_sup,0.2785629083318158,0.356215610276495,0.2594710898258187,0.2980832028113765,0.0512411649139089,3,True,False
head_noun_min_depth,lang_sup_vs_self_sup,0.0691336404696884,0.0272384029401345,0.0068519354705209,0.0344079929601146,0.03175381804117074,0,False,False
projective_density,lang_sup_vs_self_sup,0.3710283805364071,0.2501493834473113,0.3272234516236798,0.3161337385357994,0.061197788249209094,3,True,False
scene_object_ratio,lang_sup_vs_self_sup,0.003037874454715,0.0321929939891769,0.005217858044767,0.013482908829552968,0.016240029160180372,0,False,False
topological_density,lang_sup_vs_self_sup,0.0294449192269371,0.00322443227541,0.0164659765759431,0.0163784426927634,0.013110462639789992,0,False,False
vg_attr_precision,lang_sup_vs_self_sup,0.3211310275811123,0.0676720758605142,0.0626154668060743,0.1504728567492336,0.1478159354655119,0,False,False
vg_attr_recall,lang_sup_vs_self_sup,0.0853986034130491,0.0009829657977159,0.030233469077491,0.03887167942941867,0.04286565031658714,0,False,False
