statistic,p_value,n,r,metric,contrast,p_adj,rejected_at_alpha,claimed_meaningful
3163663.0,0.28519286960623835,3594,0.017826972458903752,adj_per_noun,lang_sup_vs_self_sup,0.5703857392124767,False,False
5195442.5,0.0004515009060083852,4699,0.05117478153266458,caption_length,lang_sup_vs_self_sup,0.0018060036240335408,True,False
3181223.5,0.4489216023366065,3593,0.012632522645579776,head_noun_min_depth,lang_sup_vs_self_sup,0.5879008844605733,False,False
537291.5,1.21961852023241e-12,1641,0.17534586263531055,projective_density,lang_sup_vs_self_sup,9.75694816185928e-12,True,True
874528.5,0.804512519809265,1876,0.005714505784895468,scene_object_ratio,lang_sup_vs_self_sup,0.804512519809265,False,False
5723722.0,0.0009563765706785873,4920,0.047090493600381186,topological_density,lang_sup_vs_self_sup,0.0025503375218095662,True,False
7777.5,0.5144132739030016,181,0.04846138399897637,vg_attr_precision,lang_sup_vs_self_sup,0.5879008844605733,False,False
155398.0,0.39313186515030163,802,0.030154075602686473,vg_attr_recall,lang_sup_vs_self_sup,0.5879008844605733,False,False
