statistic,p_value,n,r,metric,encoder_a,encoder_b,contrast,p_adj,rejected_at_alpha,claimed_meaningful,within_category
2058839.0,0.5889031230405862,2886,0.010059774737062762,adj_per_noun,clip,siglip,clip_vs_siglip,0.7639824298904903,False,False,True
5034901.0,0.664595816045317,4504,0.006460509983746881,caption_length,clip,siglip,clip_vs_siglip,0.8179640812865441,False,False,True
2144280.0,0.6595712356635123,2942,0.008121377923352342,head_noun_min_depth,clip,siglip,clip_vs_siglip,0.8179640812865441,False,False,True
267043.5,0.00306483614376938,1091,0.0896498073569591,projective_density,clip,siglip,clip_vs_siglip,0.02451868915015504,True,False,True
584580.0,0.0006230899853800204,1609,0.08529442365442186,scene_object_ratio,clip,siglip,clip_vs_siglip,0.009969439766080326,True,False,True
4994460.0,0.002493802060394152,4589,0.044641218190160994,topological_density,clip,siglip,clip_vs_siglip,0.02394049977978386,True,False,True
9024.0,0.9482571554396986,190,0.004708018780107469,vg_attr_precision,clip,siglip,clip_vs_siglip,0.9548875620678293,False,False,True
70158.0,0.9548875620678293,530,0.0024572530865728305,vg_attr_recall,clip,siglip,clip_vs_siglip,0.9548875620678293,False,False,True
2057752.0,0.06738932208859537,2926,0.03381371199487408,adj_per_noun,clip,dinov2,clip_vs_dinov2,0.19027573295603398,False,False,False
4862957.0,0.19512041725043539,4460,0.019399771610572828,caption_length,clip,dinov2,clip_vs_dinov2,0.39024083450087077,False,False,False
2001410.0,0.001823651674270509,2928,0.05761385766698973,head_noun_min_depth,clip,dinov2,clip_vs_dinov2,0.02188382009124611,True,False,False
273460.5,1.0028542072163519e-07,1155,0.1567209166050475,projective_density,clip,dinov2,clip_vs_dinov2,2.4068500973192445e-06,True,True,False
616140.0,0.017456768739616726,1625,0.05896470759194121,scene_object_ratio,clip,dinov2,clip_vs_dinov2,0.07617499086378209,False,False,False
5079895.0,0.01354637945547095,4605,0.03638471803970505,topological_density,clip,dinov2,clip_vs_dinov2,0.06502262138626055,False,False,False
11037.5,0.38628132032446494,217,0.05881376707859946,vg_attr_precision,clip,dinov2,clip_vs_dinov2,0.6180501125191439,False,False,False
75716.5,0.8733434290196336,552,0.006785071559212599,vg_attr_recall,clip,dinov2,clip_vs_dinov2,0.9527382862032366,False,False,False
2047078.0,0.019221552908414395,2935,0.04321510717293826,adj_per_noun,clip,mae,clip_vs_mae,0.07688621163365758,False,False,False
4834951.0,0.5182424434450392,4422,0.009715417437605471,caption_length,clip,mae,clip_vs_mae,0.7316363907459377,False,False,False
2513375.5,0.8592759382454338,3176,0.003145998767776421,head_noun_min_depth,clip,mae,clip_vs_mae,0.9527382862032366,False,False,False
279224.5,8.83087574302929e-08,1167,0.15658827857057728,projective_density,clip,mae,clip_vs_mae,2.4068500973192445e-06,True,True,False
699441.0,0.2936892040856963,1697,0.02549026701748382,scene_object_ratio,clip,mae,clip_vs_mae,0.5034672070040508,False,False,False
5221967.5,0.47308849981009093,4598,0.010580714241194304,topological_density,clip,mae,clip_vs_mae,0.6881287269964959,False,False,False
11681.0,0.8732398281359203,217,0.010830592687540361,vg_attr_precision,clip,mae,clip_vs_mae,0.9527382862032366,False,False,False
69786.0,0.12511083984780816,549,0.06545544365268846,vg_attr_recall,clip,mae,clip_vs_mae,0.31606949014183117,False,False,False
1969945.0,0.2516522850911833,2842,0.02150321697988222,adj_per_noun,siglip,dinov2,siglip_vs_dinov2,0.4473818401621037,False,False,False
4734779.5,0.162961602576844,4405,0.021021187618549642,caption_length,siglip,dinov2,siglip_vs_dinov2,0.3555525874403869,False,False,False
2013294.5,0.004266506921334779,2928,0.05281281803561205,head_noun_min_depth,siglip,dinov2,siglip_vs_dinov2,0.027420157454460286,True,False,False
333365.5,0.021856978541497186,1201,0.06616114827639168,projective_density,siglip,dinov2,siglip_vs_dinov2,0.08070268999937423,False,False,False
607228.5,0.8245640002483066,1563,0.005607180127851299,scene_object_ratio,siglip,dinov2,siglip_vs_dinov2,0.9527382862032366,False,False,False
5166712.0,0.583910236822574,4567,0.008104253263927696,topological_density,siglip,dinov2,siglip_vs_dinov2,0.7639824298904903,False,False,False
10528.5,0.32860253527035366,213,0.06693831682996448,vg_attr_precision,siglip,dinov2,siglip_vs_dinov2,0.5438938514819647,False,False,False
67261.5,0.9513499218149869,519,0.0026781146995354804,vg_attr_recall,siglip,dinov2,siglip_vs_dinov2,0.9548875620678293,False,False,False
2047022.0,0.028649377460562127,2930,0.040426731687372396,adj_per_noun,siglip,mae,siglip_vs_mae,0.0916780078737988,False,False,False
4827692.0,0.23142884149888865,4440,0.01795927666808232,caption_length,siglip,mae,siglip_vs_mae,0.4288284880250019,False,False,False
2424481.5,0.8440497820118888,3120,0.0035217814886963953,head_noun_min_depth,siglip,mae,siglip_vs_mae,0.9527382862032366,False,False,False
345139.5,0.02354583414294499,1221,0.06480474878393111,projective_density,siglip,mae,siglip_vs_mae,0.08072857420438281,False,False,False
636548.5,0.14624355898363367,1629,0.03599844591417301,scene_object_ratio,siglip,mae,siglip_vs_mae,0.3509845415607208,False,False,False
5015807.0,0.04640137068896386,4557,0.029504591025461095,topological_density,siglip,mae,siglip_vs_mae,0.1392041120668916,False,False,False
9930.5,0.45425455473331133,205,0.052266396276346355,vg_attr_precision,siglip,mae,siglip_vs_mae,0.681381832099967,False,False,False
76111.5,0.15990692682806795,571,0.05881351740429,vg_attr_recall,siglip,mae,siglip_vs_mae,0.3555525874403869,False,False,False
2147302.0,0.43064200867282254,2955,0.014497696731341669,adj_per_noun,dinov2,mae,dinov2_vs_mae,0.6668005295579187,False,False,True
4678380.0,0.008654903942791005,4427,0.03945840632986577,caption_length,dinov2,mae,dinov2_vs_mae,0.046159487694885364,True,False,True
2323115.0,0.004570026242410047,3141,0.05060031108697659,head_noun_min_depth,dinov2,mae,dinov2_vs_mae,0.027420157454460286,True,False,True
414576.5,0.8945937718490349,1290,0.003688930844869734,projective_density,dinov2,mae,dinov2_vs_mae,0.9542333566389706,False,False,True
676027.5,0.23228209768020935,1672,0.029212473844962582,scene_object_ratio,dinov2,mae,dinov2_vs_mae,0.4288284880250019,False,False,True
5131943.0,0.1880209325549751,4582,0.019448177463331547,topological_density,dinov2,mae,dinov2_vs_mae,0.39024083450087077,False,False,True
12500.0,0.5736251908397265,228,0.03726707860387305,vg_attr_precision,dinov2,mae,dinov2_vs_mae,0.7639824298904903,False,False,True
81389.5,0.10988934706151751,593,0.06565035811227408,vg_attr_recall,dinov2,mae,dinov2_vs_mae,0.2930382588307134,False,False,True
