metric,coef_seed1,coef_seed2,coef_seed3,mean_coef,sd_coef
adj_per_noun,-0.0025480952380952,-0.0015223809523809,-0.0003188888888888,-0.0014631216931216334,0.0011157840210773316
caption_length,-0.3660999999999657,-0.4821,-0.3335000000000314,-0.39389999999999903,0.078103264976562
head_noun_min_depth,-0.0564702032512565,0.0271690115957741,-0.0068827953628542,-0.012061329006112198,0.042059392210036774
projective_density,-0.0048352976641521,-0.0034807627791025,-0.0047475121223805,-0.004354524188545033,0.0007579715204473616
scene_object_ratio,0.0049649506565206,-0.0019994835357585,0.0055296255544418,0.0028316975584013,0.00419344101049614
topological_density,0.0012707741474498,0.0001140903493526,0.0006503872431539,0.0006784172466521001,0.0005788511147240047
vg_attr_precision,0.0256697045945308,0.0385130597092985,0.0428849119264949,0.03568922541010807,0.008948260779759989
vg_attr_recall,-0.0016332558371377,-0.0001098339838883,-0.000612426928833,-0.0007851722499529999,0.0007762630000303364
