statistic,p_value,n,r,metric,encoder_a,encoder_b,contrast,p_adj,rejected_at_alpha,claimed_meaningful,within_category
4874606.5,0.00101240593432286,4545,0.04875736174674722,topological_density,siglip,dinov2,siglip_vs_dinov2,0.00809924747458288,True,False,False
14274.0,0.9498138376863923,239,0.004071286293793602,vg_attr_precision,siglip,dinov2,siglip_vs_dinov2,0.9519867865918273,False,False,False
82791.0,0.666432282487669,581,0.01788295208101219,vg_attr_recall,siglip,dinov2,siglip_vs_dinov2,0.8418091989317924,False,False,False
2170214.0,0.1734603314640767,2989,0.024897116334311128,adj_per_noun,siglip,mae,siglip_vs_mae,0.4382155742250359,False,False,False
4730872.5,0.00839351289320418,4452,0.0395036823827571,caption_length,siglip,mae,siglip_vs_mae,0.05036107735922508,False,False,False
2581124.5,0.47920075174011,3236,0.012438745816173807,head_noun_min_depth,siglip,mae,siglip_vs_mae,0.7098453467107807,False,False,False
340009.0,4.462443377226401e-05,1252,0.11536787194147029,projective_density,siglip,mae,siglip_vs_mae,0.0005354932052671681,True,True,False
650858.0,0.13547979956388984,1648,0.036773405725684,scene_object_ratio,siglip,mae,siglip_vs_mae,0.3825311987686301,False,False,False
5110770.0,0.024393395460952844,4610,0.03315134079066502,topological_density,siglip,mae,siglip_vs_mae,0.13009810912508182,False,False,False
8910.5,0.10109808120793612,202,0.11535856716308908,vg_attr_precision,siglip,mae,siglip_vs_mae,0.3235138598653956,False,False,False
76711.5,0.32978372669238587,567,0.04092723601667004,vg_attr_recall,siglip,mae,siglip_vs_mae,0.5561887177290381,False,False,False
2287399.0,0.2930066313570835,3058,0.019015627935563835,adj_per_noun,dinov2,mae,dinov2_vs_mae,0.5409353194284618,False,False,True
4675870.0,0.0002578442323711595,4467,0.05467653632185821,caption_length,dinov2,mae,dinov2_vs_mae,0.002475304630763131,True,False,True
2488620.0,0.6359015806785392,3170,0.008408768205923614,head_noun_min_depth,dinov2,mae,dinov2_vs_mae,0.8418091989317924,False,False,True
461630.5,0.5254715589802396,1372,0.017141602713458753,projective_density,dinov2,mae,dinov2_vs_mae,0.7418422009132793,False,False,True
683978.0,0.06791406468735327,1697,0.04431585542651275,scene_object_ratio,dinov2,mae,dinov2_vs_mae,0.2507596234609967,False,False,True
5165561.5,0.23276216829543683,4592,0.017609181009200413,topological_density,dinov2,mae,dinov2_vs_mae,0.4857645251383029,False,False,True
10572.0,0.03342140501915783,224,0.14211510245621448,vg_attr_precision,dinov2,mae,dinov2_vs_mae,0.1604227440919576,False,False,True
80745.0,0.4252914073223336,579,0.033133613180971744,vg_attr_recall,dinov2,mae,dinov2_vs_mae,0.6585157274668391,False,False,True
