statistic,p_value,n,r,metric,encoder_a,encoder_b,contrast,p_adj,rejected_at_alpha,claimed_meaningful,within_category
823480.5,0.04967675973819824,1864,0.04546101425725219,head_noun_min_depth,clip,mae,clip_vs_mae,0.07691885378817792,False,False,False
92809.0,4.453593980687693e-47,908,0.4782247135833117,projective_density,clip,mae,clip_vs_mae,1.0688625553650463e-45,True,True,False
472300.5,0.11526770458612462,1408,0.04197259103506965,scene_object_ratio,clip,mae,clip_vs_mae,0.15808142343239948,False,False,False
3441263.0,0.006416097082220601,3808,0.044170582262671065,topological_density,clip,mae,clip_vs_mae,0.012795476419367628,True,False,False
357.5,0.33724481008270124,41,0.1498679894355458,vg_attr_precision,clip,mae,clip_vs_mae,0.3854226400945157,False,False,False
7843.5,0.0014125569472745983,205,0.22294403938112434,vg_attr_recall,clip,mae,clip_vs_mae,0.0030819424304173054,True,True,False
351515.0,0.34994539587985796,1204,0.026937468140567546,adj_per_noun,siglip,dinov2,siglip_vs_dinov2,0.390636720982167,False,False,False
2472791.5,4.257999486171816e-20,3467,0.15592963765089546,caption_length,siglip,dinov2,siglip_vs_dinov2,3.406399588937453e-19,True,True,False
630857.5,0.006664310635087306,1653,0.06673296508399555,head_noun_min_depth,siglip,dinov2,siglip_vs_dinov2,0.012795476419367628,True,False,False
148747.5,0.00013740341687660718,837,0.1317895155484837,projective_density,siglip,dinov2,siglip_vs_dinov2,0.0003140649528608164,True,True,False
334608.0,0.4258425307484609,1172,0.023260933164322678,scene_object_ratio,siglip,dinov2,siglip_vs_dinov2,0.4645554880892301,False,False,False
3086097.5,0.25909878255607577,3552,0.01893538910088207,topological_density,siglip,dinov2,siglip_vs_dinov2,0.3033351600656497,False,False,False
584.0,0.007920653592348096,61,0.3399934271785823,vg_attr_precision,siglip,dinov2,siglip_vs_dinov2,0.01408116194195217,True,True,False
18863.0,0.551688665594205,280,0.03557189228746387,vg_attr_recall,siglip,dinov2,siglip_vs_dinov2,0.5756751293156922,False,False,False
296504.0,0.00012781270314049726,1166,0.11218158161384557,adj_per_noun,siglip,mae,siglip_vs_mae,0.0003067504875371934,True,True,False
2367538.5,8.827678465271093e-42,3572,0.22658389807762816,caption_length,siglip,mae,siglip_vs_mae,1.4124285544433749e-40,True,True,False
861845.5,0.8477758820192983,1861,0.004449700542625783,head_noun_min_depth,siglip,mae,siglip_vs_mae,0.8477758820192983,False,False,False
165266.0,5.156739587071587e-16,971,0.2601899509494198,projective_density,siglip,mae,siglip_vs_mae,3.5360500025633735e-15,True,True,False
418006.5,0.188207909026058,1320,0.03621893084392227,scene_object_ratio,siglip,mae,siglip_vs_mae,0.2258494908312696,False,False,False
3368535.0,0.12269623830174965,3725,0.025290586173870897,topological_density,siglip,mae,siglip_vs_mae,0.15852832676822692,False,False,False
386.0,0.08587300206803364,46,0.25324355605539534,vg_attr_precision,siglip,mae,siglip_vs_mae,0.12490618482623074,False,False,False
12226.5,0.037986558806903235,240,0.1339406573161408,vg_attr_recall,siglip,mae,siglip_vs_mae,0.060778494091045174,False,False,False
296799.5,1.950324212465338e-05,1176,0.12453040224265931,adj_per_noun,dinov2,mae,dinov2_vs_mae,5.200864566574235e-05,True,True,True
2772799.0,1.5543208773910342e-08,3526,0.09524157205246478,caption_length,dinov2,mae,dinov2_vs_mae,6.782491101342695e-08,True,False,True
874945.5,0.0225633297150648,1929,0.05192915981678911,head_noun_min_depth,dinov2,mae,dinov2_vs_mae,0.03867999379725394,True,False,True
221226.5,1.2796675724380327e-05,1024,0.13636103993538332,projective_density,dinov2,mae,dinov2_vs_mae,3.613179028060328e-05,True,True,True
480241.0,0.8314721068421584,1390,0.0057081138770761425,scene_object_ratio,dinov2,mae,dinov2_vs_mae,0.8477758820192983,False,False,True
3318811.5,0.007885944938467991,3738,0.04345681809462723,topological_density,dinov2,mae,dinov2_vs_mae,0.01408116194195217,True,False,True
382.0,0.1186076183295067,45,0.23264716793146958,vg_attr_precision,dinov2,mae,dinov2_vs_mae,0.15814349110600892,False,False,True
15018.0,0.1594707870654556,258,0.08758688312263913,vg_attr_recall,dinov2,mae,dinov2_vs_mae,0.19627173792671457,False,False,True
